"Country or Area","Year(s)","GENDER","Value","Value Footnotes"
"Mozambique","2008","Female","86.2",""
"Mozambique","2008","Male","92.4",""
"Mozambique","2007","Female","82.4",""
"Mozambique","2007","Male","89.2",""
"Mozambique","2006","Female","76.9",""
"Mozambique","2006","Male","83.7",""
"Mozambique","2005","Female","72.3",""
"Mozambique","2005","Male","79.6",""
"Mozambique","2004","Female","66.5",""
"Mozambique","2004","Male","74.2",""
"Mozambique","2002","Female","52.6",""
"Mozambique","2002","Male","60.3",""
"Mozambique","2001","Female","55.1","1"
"Mozambique","2001","Male","66.1","1"
"Mozambique","2000","Female","50.2",""
"Mozambique","2000","Male","61.8",""
"Namibia","2010","Female","88.5",""
"Namibia","2010","Male","83.8",""
"Namibia","2009","Female","88.9",""
"Namibia","2009","Male","83.9",""
"Namibia","2008","Female","89.3",""
"Namibia","2008","Male","84.1",""
"Namibia","2007","Female","90.8",""
"Namibia","2007","Male","84.7",""
"Namibia","2006","Female","89.9",""
"Namibia","2006","Male","83.7",""
"Namibia","2005","Female","91.7",""
"Namibia","2005","Male","85.2",""
"Namibia","2004","Female","92.0",""
"Namibia","2004","Male","85.5",""
"Namibia","2003","Female","94.6",""
"Namibia","2003","Male","88.1",""
"Namibia","2002","Female","95.0",""
"Namibia","2002","Male","88.4",""
"Namibia","2001","Female","93.5",""
"Namibia","2001","Male","87.3",""
"Namibia","2000","Female","92.7",""
"Namibia","2000","Male","86.5",""
"Nepal","2000","Female","64.0","1"
"Nepal","2000","Male","77.9","1"
"Netherlands","2007","Female","98.9",""
"Netherlands","2007","Male","99.9",""
"Netherlands","2006","Female","97.9",""
"Netherlands","2006","Male","99.2",""
"Netherlands","2005","Female","97.2",""
"Netherlands","2005","Male","98.5",""
"Netherlands","2004","Female","97.0",""
"Netherlands","2004","Male","98.6",""
"Netherlands","2003","Female","97.8",""
"Netherlands","2003","Male","99.1",""
"Netherlands","2000","Female","98.8",""
"Netherlands","2000","Male","100.0",""
"New Zealand","2010","Female","99.6",""
"New Zealand","2010","Male","99.3",""
"New Zealand","2009","Female","99.6",""
"New Zealand","2009","Male","99.4",""
"New Zealand","2008","Female","99.5","1"
"New Zealand","2008","Male","99.7","1"
"New Zealand","2007","Female","99.4","1"
"New Zealand","2007","Male","99.6","1"
"New Zealand","2006","Female","98.8","1"
"New Zealand","2006","Male","99.5","1"
"New Zealand","2005","Female","98.7","1"
"New Zealand","2005","Male","99.5","1"
"New Zealand","2004","Female","98.0","1"
"New Zealand","2004","Male","98.7","1"
"New Zealand","2003","Female","98.0","1"
"New Zealand","2003","Male","98.3","1"
"New Zealand","2002","Female","98.7","1"
"New Zealand","2002","Male","99.1","1"
"New Zealand","2001","Female","97.1","1"
"New Zealand","2001","Male","97.6","1"
"New Zealand","2000","Female","99.1","1"
"New Zealand","2000","Male","98.8","1"
"Nicaragua","2010","Female","94.5",""
"Nicaragua","2010","Male","93.2",""
"Nicaragua","2008","Female","94.8",""
"Nicaragua","2008","Male","94.0",""
"Nicaragua","2007","Female","93.5",""
"Nicaragua","2007","Male","92.7",""
"Nicaragua","2006","Female","93.2",""
"Nicaragua","2006","Male","92.5",""
"Nicaragua","2005","Female","94.6",""
"Nicaragua","2005","Male","94.5",""
"Nicaragua","2004","Female","93.9",""
"Nicaragua","2004","Male","93.5",""
"Nicaragua","2003","Female","92.4","1"
"Nicaragua","2003","Male","91.7","1"
"Nicaragua","2002","Female","91.9",""
"Nicaragua","2002","Male","91.2",""
"Nicaragua","2001","Female","86.6",""
"Nicaragua","2001","Male","85.2",""
"Nicaragua","2000","Female","84.1",""
"Nicaragua","2000","Male","82.4",""
"Niger","2011","Female","57.4",""
"Niger","2011","Male","69.7",""
"Niger","2010","Female","52.0","1"
"Niger","2010","Male","64.2","1"
"Niger","2009","Female","47.4",""
"Niger","2009","Male","59.5",""
"Niger","2008","Female","43.1","1"
"Niger","2008","Male","55.2","1"
"Niger","2007","Female","38.7",""
"Niger","2007","Male","51.7",""
"Niger","2006","Female","37.0",""
"Niger","2006","Male","50.2",""
"Niger","2005","Female","35.2",""
"Niger","2005","Male","48.6",""
"Niger","2004","Female","34.5",""
"Niger","2004","Male","48.9",""
"Niger","2003","Female","31.4",""
"Niger","2003","Male","44.6",""
"Niger","2002","Female","27.9",""
"Niger","2002","Male","40.4",""
"Niger","2001","Female","25.0",""
"Niger","2001","Male","36.1",""
"Niger","2000","Female","22.3",""
"Niger","2000","Male","31.6",""
"Nigeria","2010","Female","54.8",""
"Nigeria","2010","Male","60.1",""
"Nigeria","2009","Female","54.3",""
"Nigeria","2009","Male","60.4",""
"Nigeria","2008","Female","55.4",""
"Nigeria","2008","Male","62.0",""
"Nigeria","2007","Female","61.2","1"
"Nigeria","2007","Male","68.8","1"
"Nigeria","2006","Female","63.9","1"
"Nigeria","2006","Male","71.6","1"
"Nigeria","2005","Female","62.6","1"
"Nigeria","2005","Male","71.5","1"
"Nigeria","2004","Female","61.8","1"
"Nigeria","2004","Male","71.1","1"
"Nigeria","2000","Female","58.9",""
"Nigeria","2000","Male","70.0",""
"Norway","2010","Female","99.2",""
"Norway","2010","Male","99.1",""
"Norway","2009","Female","99.1",""
"Norway","2009","Male","98.8",""
"Norway","2008","Female","99.2",""
"Norway","2008","Male","98.9",""
"Norway","2007","Female","99.0",""
"Norway","2007","Male","98.8",""
"Norway","2006","Female","99.0",""
"Norway","2006","Male","98.3",""
"Norway","2005","Female","98.8",""
"Norway","2005","Male","98.5",""
"Norway","2004","Female","99.5",""
"Norway","2004","Male","99.4",""
"Norway","2003","Female","99.9",""
"Norway","2003","Male","99.8",""
"Norway","2002","Female","99.9",""
"Norway","2002","Male","99.6",""
"Norway","2001","Female","99.8",""
"Norway","2001","Male","99.7",""
"Norway","2000","Female","99.8",""
"Norway","2000","Male","99.6",""
"Oman","2011","Female","96.8",""
"Oman","2011","Male","98.4",""
"Oman","2009","Female","96.8",""
"Oman","2009","Male","99.5",""
"Oman","2003","Female","86.3",""
"Oman","2003","Male","88.3",""
"Oman","2002","Female","87.4",""
"Oman","2002","Male","87.2",""
"Oman","2001","Female","86.4",""
"Oman","2001","Male","84.2",""
"Oman","2000","Female","83.5",""
"Oman","2000","Male","81.3",""
"Pakistan","2011","Female","65.0",""
"Pakistan","2011","Male","79.0",""
"Pakistan","2010","Female","66.5","2"
"Pakistan","2010","Male","81.3","2"
"Pakistan","2009","Female","64.5","2"
"Pakistan","2009","Male","78.5","2"
"Pakistan","2008","Female","62.1","2"
"Pakistan","2008","Male","76.3","2"
"Pakistan","2007","Female","60.6","2"
"Pakistan","2007","Male","75.1","2"
"Pakistan","2006","Female","54.7","2"
"Pakistan","2006","Male","71.1","2"
"Pakistan","2005","Female","55.8","1"
"Pakistan","2005","Male","74.4","1"
"Pakistan","2004","Female","52.8","1"
"Pakistan","2004","Male","73.4","1"
"Pakistan","2003","Female","48.2","1"
"Pakistan","2003","Male","67.5","1"
"Pakistan","2001","Female","46.3","1"
"Pakistan","2001","Male","68.9","1"
"Palau","2000","Female","94.5","1"
"Palau","2000","Male","98.3","1"
"Panama","2011","Female","97.4",""
"Panama","2011","Male","97.6",""
"Panama","2010","Female","98.2",""
"Panama","2010","Male","99.1",""
"Panama","2009","Female","96.8",""
"Panama","2009","Male","97.5",""
"Panama","2008","Female","98.5",""
"Panama","2008","Male","99.2",""
"Panama","2007","Female","98.7","1"
"Panama","2007","Male","99.2","1"
"Panama","2006","Female","98.8","1"
"Panama","2006","Male","99.3","1"
"Panama","2005","Female","98.8",""
"Panama","2005","Male","99.3",""
"Panama","2004","Female","98.6",""
"Panama","2004","Male","99.0",""
"Panama","2002","Female","98.6","1"
"Panama","2002","Male","99.4","1"
"Panama","2001","Female","99.0","1"
"Panama","2001","Male","99.3","1"
"Panama","2000","Female","98.6","1"
"Panama","2000","Male","98.7","1"
"Paraguay","2010","Female","83.9",""
"Paraguay","2010","Male","84.4",""
"Paraguay","2009","Female","85.7",""
"Paraguay","2009","Male","85.7",""
"Paraguay","2008","Female","88.1",""
"Paraguay","2008","Male","88.2",""
"Paraguay","2007","Female","90.9",""
"Paraguay","2007","Male","90.7",""
"Paraguay","2006","Female","93.5",""
"Paraguay","2006","Male","93.0",""
"Paraguay","2005","Female","95.4",""
"Paraguay","2005","Male","94.7",""
"Paraguay","2004","Female","94.9",""
"Paraguay","2004","Male","94.4",""
"Paraguay","2003","Female","95.3",""
"Paraguay","2003","Male","94.9",""
"Paraguay","2002","Female","96.0",""
"Paraguay","2002","Male","95.5",""
"Paraguay","2001","Female","97.9",""
"Paraguay","2001","Male","97.3",""
"Paraguay","2000","Female","98.2",""
"Paraguay","2000","Male","97.5",""
"Peru","2011","Female","97.2",""
"Peru","2011","Male","97.0",""
"Peru","2010","Female","98.5",""
"Peru","2010","Male","97.8",""
"Peru","2009","Female","97.5",""
"Peru","2009","Male","97.0",""
"Peru","2008","Female","98.5",""
"Peru","2008","Male","97.9",""
"Peru","2007","Female","99.8",""
"Peru","2007","Male","99.5",""
"Peru","2006","Female","99.8",""
"Peru","2006","Male","99.5",""
"Peru","2005","Female","99.9",""
"Peru","2005","Male","99.3",""
"Peru","2004","Female","99.9",""
"Peru","2004","Male","99.3",""
"Philippines","2009","Female","89.5",""
"Philippines","2009","Male","87.9",""
"Philippines","2008","Female","89.2",""
"Philippines","2008","Male","87.1",""
"Philippines","2007","Female","89.0",""
"Philippines","2007","Male","86.8",""
"Philippines","2006","Female","89.3",""
"Philippines","2006","Male","87.0",""
"Philippines","2005","Female","91.0",""
"Philippines","2005","Male","88.7",""
"Philippines","2004","Female","91.8",""
"Philippines","2004","Male","89.5",""
"Philippines","2003","Female","92.3",""
"Philippines","2003","Male","90.3",""
"Philippines","2002","Female","92.2",""
"Philippines","2002","Male","89.7",""
"Philippines","2001","Female","91.3",""
"Philippines","2001","Male","89.8",""
"Poland","2010","Female","96.7",""
"Poland","2010","Male","96.9",""
"Poland","2009","Female","95.9",""
"Poland","2009","Male","96.1",""
"Poland","2008","Female","95.2",""
"Poland","2008","Male","95.4",""
"Poland","2007","Female","95.3",""
"Poland","2007","Male","95.3",""
"Poland","2006","Female","95.5",""
"Poland","2006","Male","95.6",""
"Poland","2005","Female","95.8",""
"Poland","2005","Male","95.8",""
"Poland","2004","Female","96.4",""
"Poland","2004","Male","96.5",""
"Poland","2003","Female","96.9",""
"Poland","2003","Male","97.0",""
"Poland","2002","Female","97.3",""
"Poland","2002","Male","97.5",""
"Poland","2001","Female","97.6",""
"Poland","2001","Male","97.8",""
"Poland","2000","Female","97.2",""
"Poland","2000","Male","97.7",""
"Portugal","2010","Female","99.7",""
"Portugal","2010","Male","99.1",""
"Portugal","2009","Female","99.5",""
"Portugal","2009","Male","99.2",""
"Portugal","2006","Female","98.6",""
"Portugal","2006","Male","99.5",""
"Portugal","2005","Female","98.8",""
"Portugal","2005","Male","99.6",""
"Portugal","2004","Female","98.5",""
"Portugal","2004","Male","99.6",""
"Portugal","2002","Female","99.4",""
"Portugal","2002","Male","99.3",""
"Qatar","2011","Female","94.6",""
"Qatar","2011","Male","95.3",""
"Qatar","2010","Female","96.6",""
"Qatar","2010","Male","95.7",""
"Qatar","2009","Female","98.3",""
"Qatar","2009","Male","98.0",""
"Qatar","2006","Female","95.9",""
"Qatar","2006","Male","98.4",""
"Qatar","2002","Female","93.6","1"
"Qatar","2002","Male","99.5","1"
"Qatar","2001","Female","98.5","1"
"Qatar","2001","Male","91.9","1"
"Qatar","2000","Female","99.8","1"
"Qatar","2000","Male","92.9","1"
"Republic of Korea","2010","Female","98.4",""
"Republic of Korea","2010","Male","99.3",""
"Republic of Korea","2009","Female","99.1","1"
"Republic of Korea","2009","Male","100.0","1"
"Republic of Korea","2008","Female","99.1",""
"Republic of Korea","2008","Male","99.8",""
"Republic of Korea","2007","Female","98.9",""
"Republic of Korea","2007","Male","99.8",""
"Republic of Korea","2006","Female","98.8",""
"Republic of Korea","2006","Male","99.9",""
"Republic of Korea","2005","Female","98.8",""
"Republic of Korea","2005","Male","99.9",""
"Republic of Korea","2004","Female","99.0",""
"Republic of Korea","2004","Male","99.8",""
"Republic of Korea","2003","Female","99.5",""
"Republic of Korea","2003","Male","100.0",""
"Republic of Korea","2002","Female","99.3",""
"Republic of Korea","2002","Male","99.4",""
"Republic of Korea","2001","Female","99.5",""
"Republic of Korea","2001","Male","99.5",""
"Republic of Korea","2000","Female","100.0",""
"Republic of Korea","2000","Male","99.5",""
"Republic of Moldova","2011","Female","90.2",""
"Republic of Moldova","2011","Male","90.9",""
"Republic of Moldova","2010","Female","90.1","2"
"Republic of Moldova","2010","Male","90.1","2"
"Republic of Moldova","2009","Female","89.5","2"
"Republic of Moldova","2009","Male","90.5","2"
"Republic of Moldova","2008","Female","90.0","2"
"Republic of Moldova","2008","Male","90.9","2"
"Republic of Moldova","2007","Female","89.7","2"
"Republic of Moldova","2007","Male","90.3","2"
"Republic of Moldova","2006","Female","90.9","2"
"Republic of Moldova","2006","Male","90.4","2"
"Republic of Moldova","2005","Female","93.3","2"
"Republic of Moldova","2005","Male","93.5","2"
"Republic of Moldova","2004","Female","96.5","2"
"Republic of Moldova","2004","Male","96.7","2"
"Republic of Moldova","2003","Female","96.2","2"
"Republic of Moldova","2003","Male","97.0","2"
"Republic of Moldova","2002","Female","95.7","2"
"Republic of Moldova","2002","Male","96.2","2"
"Republic of Moldova","2001","Female","94.4","1"
"Republic of Moldova","2001","Male","96.7","1"
"Republic of Moldova","2000","Female","92.1","1"
"Republic of Moldova","2000","Male","93.0","1"
"Romania","2010","Female","87.3",""
"Romania","2010","Male","87.9",""
"Romania","2009","Female","92.5",""
"Romania","2009","Male","92.4",""
"Romania","2008","Female","92.8",""
"Romania","2008","Male","92.6",""
"Romania","2007","Female","94.0",""
"Romania","2007","Male","93.6",""
"Romania","2006","Female","95.1",""
"Romania","2006","Male","94.8",""
"Romania","2005","Female","98.9",""
"Romania","2005","Male","99.0",""
"Romania","2004","Female","99.0",""
"Romania","2004","Male","99.0",""
"Romania","2002","Female","96.3",""
"Romania","2002","Male","96.7",""
"Romania","2001","Female","93.1",""
"Romania","2001","Male","93.7",""
"Romania","2000","Female","92.6",""
"Romania","2000","Male","92.9",""
"Russian Federation","2009","Female","96.3",""
"Russian Federation","2009","Male","95.1",""
"Russian Federation","2008","Female","95.2",""
"Russian Federation","2008","Male","94.6",""
"Russian Federation","2007","Female","94.9",""
"Russian Federation","2007","Male","94.1",""
"Russian Federation","2006","Female","94.7",""
"Russian Federation","2006","Male","93.7",""
"Rwanda","2008","Female","92.2","1"
"Rwanda","2008","Male","89.0","1"
"Rwanda","2007","Female","93.3",""
"Rwanda","2007","Male","90.1",""
"Rwanda","2004","Female","81.7",""
"Rwanda","2004","Male","77.8",""
"Rwanda","2003","Female","87.4",""
"Rwanda","2003","Male","83.7",""
"Rwanda","2002","Female","81.3",""
"Rwanda","2002","Male","78.3",""
"Saint Kitts and Nevis","2011","Female","88.7",""
"Saint Kitts and Nevis","2011","Male","86.0",""
"Saint Kitts and Nevis","2010","Female","86.2","2"
"Saint Kitts and Nevis","2010","Male","85.8","2"
"Saint Kitts and Nevis","2009","Female","93.6",""
"Saint Kitts and Nevis","2009","Male","91.0",""
"Saint Kitts and Nevis","2008","Female","83.4",""
"Saint Kitts and Nevis","2008","Male","81.9",""
"Saint Kitts and Nevis","2007","Female","90.7",""
"Saint Kitts and Nevis","2007","Male","89.1",""
"Saint Kitts and Nevis","2005","Female","97.6","1"
"Saint Kitts and Nevis","2005","Male","96.2","1"
"Saint Lucia","2011","Female","88.3",""
"Saint Lucia","2011","Male","87.9",""
"Saint Lucia","2010","Female","89.2","1"
"Saint Lucia","2010","Male","90.2","1"
"Saint Lucia","2009","Female","91.9","1"
"Saint Lucia","2009","Male","92.4","1"
"Saint Lucia","2008","Female","92.3","1"
"Saint Lucia","2008","Male","93.4","1"
"Saint Lucia","2007","Female","92.6","1"
"Saint Lucia","2007","Male","95.2","1"
"Saint Lucia","2006","Female","93.2","1"
"Saint Lucia","2006","Male","96.2","1"
"Saint Lucia","2005","Female","90.8",""
"Saint Lucia","2005","Male","93.5",""
"Saint Lucia","2004","Female","93.0","1"
"Saint Lucia","2004","Male","95.8","1"
"Saint Lucia","2003","Female","95.3","1"
"Saint Lucia","2003","Male","97.6","1"
"Saint Lucia","2002","Female","95.9","1"
"Saint Lucia","2002","Male","96.8","1"
"Saint Lucia","2001","Female","96.2","1"
"Saint Lucia","2001","Male","98.6","1"
"Saint Lucia","2000","Female","96.2","1"
"Saint Lucia","2000","Male","97.4","1"
"Saint Vincent and the Grenadines","2005","Female","97.0",""
"Saint Vincent and the Grenadines","2005","Male","99.5",""
"Samoa","2011","Female","96.2",""
"Samoa","2011","Male","90.8",""
"Samoa","2010","Female","97.1",""
"Samoa","2010","Male","93.2",""
"Samoa","2009","Female","97.7",""
"Samoa","2009","Male","95.7",""
"Samoa","2001","Female","96.6",""
"Samoa","2001","Male","94.4",""
"Samoa","2000","Female","93.0",""
"Samoa","2000","Male","91.5",""
"San Marino","2011","Female","73.5",""
"San Marino","2011","Male","75.2",""
"San Marino","2009","Female","93.0","2"
"San Marino","2009","Male","91.1","2"
"Sao Tome and Principe","2008","Female","97.9",""
"Sao Tome and Principe","2008","Male","96.6",""
"Sao Tome and Principe","2007","Female","96.0",""
"Sao Tome and Principe","2007","Male","93.9",""
"Saudi Arabia","2011","Female","96.5",""
"Saudi Arabia","2011","Male","96.6",""
"Saudi Arabia","2010","Female","96.5",""
"Saudi Arabia","2010","Male","96.7",""
"Senegal","2011","Female","81.2",""
"Senegal","2011","Male","76.6",""
"Senegal","2010","Female","80.2",""
"Senegal","2010","Male","75.9",""
"Senegal","2009","Female","79.3",""
"Senegal","2009","Male","76.2",""
"Senegal","2008","Female","79.2",""
"Senegal","2008","Male","77.6",""
"Senegal","2007","Female","76.0","1"
"Senegal","2007","Male","76.0","1"
"Senegal","2006","Female","74.1",""
"Senegal","2006","Male","75.5",""
"Senegal","2005","Female","74.1","1"
"Senegal","2005","Male","77.4","1"
"Senegal","2004","Female","68.6",""
"Senegal","2004","Male","72.1",""
"Senegal","2003","Female","63.7","1"
"Senegal","2003","Male","69.2","1"
"Senegal","2001","Female","58.2","1"
"Senegal","2001","Male","64.7","1"
"Senegal","2000","Female","56.1","1"
"Senegal","2000","Male","63.8","1"
"Serbia","2011","Female","94.3",""
"Serbia","2011","Male","94.6",""
"Serbia","2010","Female","94.4","2"
"Serbia","2010","Male","94.7","2"
"Serbia","2009","Female","95.7","2"
"Serbia","2009","Male","96.5","2"
"Serbia","2008","Female","97.9","2"
"Serbia","2008","Male","98.1","2"
"Serbia","2007","Female","98.3","2"
"Serbia","2007","Male","98.4","2"
"Seychelles","2005","Female","94.0",""
"Seychelles","2005","Male","96.3",""
"Seychelles","2002","Female","94.0",""
"Seychelles","2002","Male","94.4",""
"Seychelles","2001","Female","92.4",""
"Seychelles","2001","Male","91.3",""
"Slovenia","2010","Female","97.3",""
"Slovenia","2010","Male","97.7",""
"Slovenia","2009","Female","97.1",""
"Slovenia","2009","Male","97.3",""
"Slovenia","2008","Female","96.8",""
"Slovenia","2008","Male","96.8",""
"Slovenia","2007","Female","96.2",""
"Slovenia","2007","Male","96.2",""
"Slovenia","2006","Female","96.1",""
"Slovenia","2006","Male","96.0",""
"Slovenia","2005","Female","97.3",""
"Slovenia","2005","Male","97.4",""
"Slovenia","2004","Female","98.7",""
"Slovenia","2004","Male","98.0",""
"Slovenia","2003","Female","96.9",""
"Slovenia","2003","Male","96.8",""
"Slovenia","2002","Female","96.4",""
"Slovenia","2002","Male","96.3",""
"Slovenia","2001","Female","95.8",""
"Slovenia","2001","Male","96.0",""
"Slovenia","2000","Female","96.4",""
"Slovenia","2000","Male","94.2",""
"Solomon Islands","2010","Female","87.3",""
"Solomon Islands","2010","Male","87.7",""
"Solomon Islands","2007","Female","81.1",""
"Solomon Islands","2007","Male","82.9",""
"Solomon Islands","2006","Female","81.4",""
"Solomon Islands","2006","Male","82.4",""
"Solomon Islands","2005","Female","76.1","1"
"Solomon Islands","2005","Male","78.0","1"
"South Africa","2009","Female","90.9","1"
"South Africa","2009","Male","89.7","1"
"South Africa","2008","Female","92.5","1"
"South Africa","2008","Male","91.0","1"
"South Africa","2007","Female","93.9","1"
"South Africa","2007","Male","92.3","1"
"South Africa","2006","Female","93.2","1"
"South Africa","2006","Male","91.9","1"
"South Africa","2005","Female","93.8","1"
"South Africa","2005","Male","92.5","1"
"South Africa","2004","Female","95.1",""
"South Africa","2004","Male","93.8",""
"South Africa","2003","Female","95.7",""
"South Africa","2003","Male","94.0",""
"South Africa","2002","Female","95.6",""
"South Africa","2002","Male","93.3",""
"South Africa","2001","Female","95.4","1"
"South Africa","2001","Male","93.2","1"
"South Africa","2000","Female","94.7","1"
"South Africa","2000","Male","93.2","1"
"Spain","2010","Female","99.8",""
"Spain","2010","Male","99.7",""
"Spain","2009","Female","99.9",""
"Spain","2009","Male","99.9",""
"Spain","2008","Female","99.7",""
"Spain","2008","Male","99.9",""
"Spain","2007","Female","99.6",""
"Spain","2007","Male","99.9",""
"Spain","2006","Female","99.5",""
"Spain","2006","Male","99.9",""
"Spain","2005","Female","99.5",""
"Spain","2005","Male","99.8",""
"Spain","2004","Female","99.8",""
"Spain","2004","Male","99.7",""
"Spain","2003","Female","99.8",""
"Spain","2003","Male","99.8",""
"Spain","2002","Female","99.9",""
"Spain","2002","Male","99.9",""
"Spain","2001","Female","99.9",""
"Spain","2001","Male","99.9",""
"Spain","2000","Female","99.9",""
"Spain","2000","Male","100.0",""
"Sri Lanka","2010","Female","94.4",""
"Sri Lanka","2010","Male","93.9",""
"Sri Lanka","2009","Female","93.9",""
"Sri Lanka","2009","Male","93.5",""
"Sri Lanka","2008","Female","97.4",""
"Sri Lanka","2008","Male","97.1",""
"Sri Lanka","2007","Female","99.1","1"
"Sri Lanka","2007","Male","99.1","1"
"Sri Lanka","2006","Female","99.8",""
"Sri Lanka","2006","Male","99.9",""
"Sudan (former)","2001","Female","41.9",""
"Sudan (former)","2001","Male","50.3",""
"Sudan (former)","2000","Female","39.0",""
"Sudan (former)","2000","Male","46.8",""
"Suriname","2011","Female","93.3",""
"Suriname","2011","Male","92.4",""
"Suriname","2009","Female","91.0",""
"Suriname","2009","Male","90.9",""
"Suriname","2008","Female","88.3","1"
"Suriname","2008","Male","89.2","1"
"Suriname","2007","Female","83.6","1"
"Suriname","2007","Male","85.6","1"
"Suriname","2006","Female","88.6","1"
"Suriname","2006","Male","89.5","1"
"Suriname","2005","Female","91.8","1"
"Suriname","2005","Male","91.0","1"
"Suriname","2002","Female","93.5","1"
"Suriname","2002","Male","90.2","1"
"Suriname","2001","Female","94.4","1"
"Suriname","2001","Male","90.4","1"
"Swaziland","2011","Female","80.4",""
"Swaziland","2011","Male","84.9",""
"Swaziland","2007","Female","86.0",""
"Swaziland","2007","Male","83.9",""
"Swaziland","2006","Female","82.6",""
"Swaziland","2006","Male","81.8",""
"Swaziland","2005","Female","77.3",""
"Swaziland","2005","Male","75.5",""
"Swaziland","2004","Female","76.4",""
"Swaziland","2004","Male","74.3",""
"Swaziland","2003","Female","73.6",""
"Swaziland","2003","Male","71.9",""
"Swaziland","2002","Female","73.3",""
"Swaziland","2002","Male","71.6",""
"Swaziland","2001","Female","73.5",""
"Swaziland","2001","Male","71.6",""
"Swaziland","2000","Female","72.9",""
"Swaziland","2000","Male","71.3",""
"Sweden","2010","Female","99.0",""
"Sweden","2010","Male","99.7",""
"Sweden","2009","Female","99.0",""
"Sweden","2009","Male","99.6",""
"Sweden","2008","Female","98.3",""
"Sweden","2008","Male","98.9",""
"Sweden","2007","Female","96.4",""
"Sweden","2007","Male","96.7",""
"Sweden","2006","Female","95.2",""
"Sweden","2006","Male","95.5",""
"Sweden","2005","Female","95.4",""
"Sweden","2005","Male","95.8",""
"Sweden","2004","Female","96.6",""
"Sweden","2004","Male","97.2",""
"Sweden","2003","Female","98.7",""
"Sweden","2003","Male","99.3",""
"Sweden","2002","Female","99.3",""
"Sweden","2002","Male","99.7",""
"Sweden","2000","Female","99.1",""
"Sweden","2000","Male","99.7",""
"Switzerland","2010","Female","99.5",""
"Switzerland","2010","Male","98.9",""
"Switzerland","2009","Female","99.1",""
"Switzerland","2009","Male","98.6",""
"Switzerland","2008","Female","98.6",""
"Switzerland","2008","Male","98.0",""
"Switzerland","2007","Female","97.9",""
"Switzerland","2007","Male","97.3",""
"Switzerland","2006","Female","98.1",""
"Switzerland","2006","Male","97.5",""
"Switzerland","2005","Female","98.3",""
"Switzerland","2005","Male","97.6",""
"Switzerland","2004","Female","99.1",""
"Switzerland","2004","Male","98.5",""
"Switzerland","2003","Female","99.8",""
"Switzerland","2003","Male","98.6",""
"Switzerland","2002","Female","99.8",""
"Switzerland","2002","Male","98.7",""
"Switzerland","2001","Female","99.8",""
"Switzerland","2001","Male","98.7",""
"Switzerland","2000","Female","99.7",""
"Switzerland","2000","Male","98.9",""
"Syrian Arab Republic","2011","Female","99.7",""
"Syrian Arab Republic","2011","Male","99.5",""
"Syrian Arab Republic","2009","Female","98.4",""
"Syrian Arab Republic","2009","Male","99.8",""
"Syrian Arab Republic","2008","Female","98.0",""
"Syrian Arab Republic","2008","Male","99.8",""
"Syrian Arab Republic","2007","Female","97.6",""
"Syrian Arab Republic","2007","Male","99.7",""
"Syrian Arab Republic","2006","Female","97.5",""
"Syrian Arab Republic","2006","Male","99.9",""
"Tajikistan","2011","Female","95.7",""
"Tajikistan","2011","Male","99.5",""
"Tajikistan","2010","Female","96.0",""
"Tajikistan","2010","Male","99.5",""
"Tajikistan","2009","Female","95.6",""
"Tajikistan","2009","Male","99.4",""
"Tajikistan","2008","Female","95.5",""
"Tajikistan","2008","Male","99.4",""
"Tajikistan","2007","Female","95.6",""
"Tajikistan","2007","Male","99.3",""
"Tajikistan","2006","Female","95.1",""
"Tajikistan","2006","Male","99.4",""
"Tajikistan","2005","Female","95.8",""
"Tajikistan","2005","Male","99.3",""
"Tajikistan","2004","Female","95.5",""
"Tajikistan","2004","Male","99.2",""
"Tajikistan","2003","Female","95.2","1"
"Tajikistan","2003","Male","99.0","1"
"Tajikistan","2002","Female","95.2",""
"Tajikistan","2002","Male","99.9",""
"Tajikistan","2001","Female","92.2",""
"Tajikistan","2001","Male","99.9",""
"Tajikistan","2000","Female","92.8",""
"Tajikistan","2000","Male","99.3",""
"Thailand","2009","Female","89.4",""
"Thailand","2009","Male","90.0",""
"Thailand","2008","Female","89.9",""
"Thailand","2008","Male","91.4",""
"Thailand","2007","Female","91.5",""
"Thailand","2007","Male","93.0",""
"Thailand","2006","Female","92.9",""
"Thailand","2006","Male","94.3",""
"The former Yugoslav Republic of Macedonia","2010","Female","99.2",""
"The former Yugoslav Republic of Macedonia","2010","Male","97.3",""
"The former Yugoslav Republic of Macedonia","2009","Female","94.8",""
"The former Yugoslav Republic of Macedonia","2009","Male","93.0",""
"The former Yugoslav Republic of Macedonia","2008","Female","93.1",""
"The former Yugoslav Republic of Macedonia","2008","Male","91.0",""
"The former Yugoslav Republic of Macedonia","2007","Female","93.0",""
"The former Yugoslav Republic of Macedonia","2007","Male","91.9",""
"The former Yugoslav Republic of Macedonia","2006","Female","93.5",""
"The former Yugoslav Republic of Macedonia","2006","Male","92.6",""
"The former Yugoslav Republic of Macedonia","2005","Female","94.9",""
"The former Yugoslav Republic of Macedonia","2005","Male","94.2",""
"The former Yugoslav Republic of Macedonia","2004","Female","95.3",""
"The former Yugoslav Republic of Macedonia","2004","Male","94.7",""
"The former Yugoslav Republic of Macedonia","2003","Female","95.7",""
"The former Yugoslav Republic of Macedonia","2003","Male","94.5",""
