"OID","Country or Area","Year","Description","Magnitude","Value"
"19961...ZF...","SOUTH AFRICA","2006","GOVERNMENT BOND YIELD","PERCENT PER ANNU","7.9375"
"19961...ZF...","SOUTH AFRICA","2005","GOVERNMENT BOND YIELD","PERCENT PER ANNU","8.06667"
"19961...ZF...","SOUTH AFRICA","2004","GOVERNMENT BOND YIELD","PERCENT PER ANNU","9.52667"
"19961...ZF...","SOUTH AFRICA","2003","GOVERNMENT BOND YIELD","PERCENT PER ANNU","9.61583"
"19961...ZF...","SOUTH AFRICA","2002","GOVERNMENT BOND YIELD","PERCENT PER ANNU","11.5008"
"19961...ZF...","SOUTH AFRICA","2001","GOVERNMENT BOND YIELD","PERCENT PER ANNU","11.4067"
"19961...ZF...","SOUTH AFRICA","2000","GOVERNMENT BOND YIELD","PERCENT PER ANNU","13.7867"
"18461...ZF...","SPAIN","2009","GOVERNMENT BOND YIELD","PERCENT PER ANNU","3.97917"
"18461...ZF...","SPAIN","2008","GOVERNMENT BOND YIELD","PERCENT PER ANNU","4.36583"
"18461...ZF...","SPAIN","2007","GOVERNMENT BOND YIELD","PERCENT PER ANNU","4.3075"
"18461...ZF...","SPAIN","2006","GOVERNMENT BOND YIELD","PERCENT PER ANNU","3.785"
"18461...ZF...","SPAIN","2005","GOVERNMENT BOND YIELD","PERCENT PER ANNU","3.3875"
"18461...ZF...","SPAIN","2004","GOVERNMENT BOND YIELD","PERCENT PER ANNU","4.1025"
"18461...ZF...","SPAIN","2003","GOVERNMENT BOND YIELD","PERCENT PER ANNU","4.12417"
"18461...ZF...","SPAIN","2002","GOVERNMENT BOND YIELD","PERCENT PER ANNU","4.95833"
"18461...ZF...","SPAIN","2001","GOVERNMENT BOND YIELD","PERCENT PER ANNU","5.11667"
"18461...ZF...","SPAIN","2000","GOVERNMENT BOND YIELD","PERCENT PER ANNU","5.52583"
"14461...ZF...","SWEDEN","2009","GOVERNMENT BOND YIELD","PERCENT PER ANNU","3.25"
"14461...ZF...","SWEDEN","2008","GOVERNMENT BOND YIELD","PERCENT PER ANNU","3.88833"
"14461...ZF...","SWEDEN","2007","GOVERNMENT BOND YIELD","PERCENT PER ANNU","4.1675"
"14461...ZF...","SWEDEN","2006","GOVERNMENT BOND YIELD","PERCENT PER ANNU","3.705"
"14461...ZF...","SWEDEN","2005","GOVERNMENT BOND YIELD","PERCENT PER ANNU","3.38333"
"14461...ZF...","SWEDEN","2004","GOVERNMENT BOND YIELD","PERCENT PER ANNU","4.425"
"14461...ZF...","SWEDEN","2003","GOVERNMENT BOND YIELD","PERCENT PER ANNU","4.63833"
"14461...ZF...","SWEDEN","2002","GOVERNMENT BOND YIELD","PERCENT PER ANNU","5.30333"
"14461...ZF...","SWEDEN","2001","GOVERNMENT BOND YIELD","PERCENT PER ANNU","5.1075"
"14461...ZF...","SWEDEN","2000","GOVERNMENT BOND YIELD","PERCENT PER ANNU","5.3675"
"14661...ZF...","SWITZERLAND","2009","GOVERNMENT BOND YIELD","PERCENT PER ANNU","1.97"
"14661...ZF...","SWITZERLAND","2008","GOVERNMENT BOND YIELD","PERCENT PER ANNU","2.15"
"14661...ZF...","SWITZERLAND","2007","GOVERNMENT BOND YIELD","PERCENT PER ANNU","3.11"
"14661...ZF...","SWITZERLAND","2006","GOVERNMENT BOND YIELD","PERCENT PER ANNU","2.49"
"14661...ZF...","SWITZERLAND","2005","GOVERNMENT BOND YIELD","PERCENT PER ANNU","1.96"
"14661...ZF...","SWITZERLAND","2004","GOVERNMENT BOND YIELD","PERCENT PER ANNU","2.38"
"14661...ZF...","SWITZERLAND","2003","GOVERNMENT BOND YIELD","PERCENT PER ANNU","2.78"
"14661...ZF...","SWITZERLAND","2002","GOVERNMENT BOND YIELD","PERCENT PER ANNU","2.4"
"14661...ZF...","SWITZERLAND","2001","GOVERNMENT BOND YIELD","PERCENT PER ANNU","3.56"
"14661...ZF...","SWITZERLAND","2000","GOVERNMENT BOND YIELD","PERCENT PER ANNU","3.55"
"57861...ZF...","THAILAND","2009","GOVERNMENT BOND YIELD","PERCENT PER ANNU","3.905"
"57861...ZF...","THAILAND","2008","GOVERNMENT BOND YIELD","PERCENT PER ANNU","4.5575"
"57861...ZF...","THAILAND","2007","GOVERNMENT BOND YIELD","PERCENT PER ANNU","4.59583"
"57861...ZF...","THAILAND","2006","GOVERNMENT BOND YIELD","PERCENT PER ANNU","5.385"
"57861...ZF...","THAILAND","2005","GOVERNMENT BOND YIELD","PERCENT PER ANNU","5.00167"
"57861...ZF...","THAILAND","2004","GOVERNMENT BOND YIELD","PERCENT PER ANNU","4.8622"
"57861...ZF...","THAILAND","2003","GOVERNMENT BOND YIELD","PERCENT PER ANNU","3.45428"
"57861...ZF...","THAILAND","2002","GOVERNMENT BOND YIELD","PERCENT PER ANNU","4.79504"
"57861...ZF...","THAILAND","2001","GOVERNMENT BOND YIELD","PERCENT PER ANNU","5.46491"
"57861...ZF...","THAILAND","2000","GOVERNMENT BOND YIELD","PERCENT PER ANNU","6.58948"
"11261A..ZF...","UNITED KINGDOM","2009","GOVT BOND YIELD: SHORT-TERM","PERCENT PER ANNU","2.72417"
"11261...ZF...","UNITED KINGDOM","2009","GOVT BOND YIELD: LONG-TERM","PERCENT PER ANNU","3.6475"
"11261A..ZF...","UNITED KINGDOM","2008","GOVT BOND YIELD: SHORT-TERM","PERCENT PER ANNU","4.31"
"11261...ZF...","UNITED KINGDOM","2008","GOVT BOND YIELD: LONG-TERM","PERCENT PER ANNU","4.58417"
"11261A..ZF...","UNITED KINGDOM","2007","GOVT BOND YIELD: SHORT-TERM","PERCENT PER ANNU","5.18"
"11261...ZF...","UNITED KINGDOM","2007","GOVT BOND YIELD: LONG-TERM","PERCENT PER ANNU","5.03833"
"11261A..ZF...","UNITED KINGDOM","2006","GOVT BOND YIELD: SHORT-TERM","PERCENT PER ANNU","4.54333"
"11261...ZF...","UNITED KINGDOM","2006","GOVT BOND YIELD: LONG-TERM","PERCENT PER ANNU","4.37417"
"11261A..ZF...","UNITED KINGDOM","2005","GOVT BOND YIELD: SHORT-TERM","PERCENT PER ANNU","4.37667"
"11261...ZF...","UNITED KINGDOM","2005","GOVT BOND YIELD: LONG-TERM","PERCENT PER ANNU","4.45833"
"11261A..ZF...","UNITED KINGDOM","2004","GOVT BOND YIELD: SHORT-TERM","PERCENT PER ANNU","4.81333"
"11261...ZF...","UNITED KINGDOM","2004","GOVT BOND YIELD: LONG-TERM","PERCENT PER ANNU","4.92583"
"11261A..ZF...","UNITED KINGDOM","2003","GOVT BOND YIELD: SHORT-TERM","PERCENT PER ANNU","4.24"
"11261...ZF...","UNITED KINGDOM","2003","GOVT BOND YIELD: LONG-TERM","PERCENT PER ANNU","4.57833"
"11261A..ZF...","UNITED KINGDOM","2002","GOVT BOND YIELD: SHORT-TERM","PERCENT PER ANNU","4.82333"
"11261...ZF...","UNITED KINGDOM","2002","GOVT BOND YIELD: LONG-TERM","PERCENT PER ANNU","4.915"
"11261A..ZF...","UNITED KINGDOM","2001","GOVT BOND YIELD: SHORT-TERM","PERCENT PER ANNU","5.02667"
"11261...ZF...","UNITED KINGDOM","2001","GOVT BOND YIELD: LONG-TERM","PERCENT PER ANNU","5.00917"
"11261A..ZF...","UNITED KINGDOM","2000","GOVT BOND YIELD: SHORT-TERM","PERCENT PER ANNU","5.79333"
"11261...ZF...","UNITED KINGDOM","2000","GOVT BOND YIELD: LONG-TERM","PERCENT PER ANNU","5.32667"
"11161A..ZF...","UNITED STATES","2009","GOVT BOND YIELD: 3 YEAR","PERCENT PER ANNU","1.42667"
"11161...ZF...","UNITED STATES","2009","GOVT BOND YIELD: 10 YEAR","PERCENT PER ANNU","3.25667"
"11161A..ZF...","UNITED STATES","2008","GOVT BOND YIELD: 3 YEAR","PERCENT PER ANNU","2.23583"
"11161...ZF...","UNITED STATES","2008","GOVT BOND YIELD: 10 YEAR","PERCENT PER ANNU","3.66667"
"11161A..ZF...","UNITED STATES","2007","GOVT BOND YIELD: 3 YEAR","PERCENT PER ANNU","4.3375"
"11161...ZF...","UNITED STATES","2007","GOVT BOND YIELD: 10 YEAR","PERCENT PER ANNU","4.62917"
"11161A..ZF...","UNITED STATES","2006","GOVT BOND YIELD: 3 YEAR","PERCENT PER ANNU","4.76917"
"11161...ZF...","UNITED STATES","2006","GOVT BOND YIELD: 10 YEAR","PERCENT PER ANNU","4.79167"
"11161A..ZF...","UNITED STATES","2005","GOVT BOND YIELD: 3 YEAR","PERCENT PER ANNU","3.925"
"11161...ZF...","UNITED STATES","2005","GOVT BOND YIELD: 10 YEAR","PERCENT PER ANNU","4.29"
"11161A..ZF...","UNITED STATES","2004","GOVT BOND YIELD: 3 YEAR","PERCENT PER ANNU","2.78"
"11161...ZF...","UNITED STATES","2004","GOVT BOND YIELD: 10 YEAR","PERCENT PER ANNU","4.27417"
"11161A..ZF...","UNITED STATES","2003","GOVT BOND YIELD: 3 YEAR","PERCENT PER ANNU","2.10667"
"11161...ZF...","UNITED STATES","2003","GOVT BOND YIELD: 10 YEAR","PERCENT PER ANNU","4.015"
"11161A..ZF...","UNITED STATES","2002","GOVT BOND YIELD: 3 YEAR","PERCENT PER ANNU","3.1"
"11161...ZF...","UNITED STATES","2002","GOVT BOND YIELD: 10 YEAR","PERCENT PER ANNU","4.61083"
"11161A..ZF...","UNITED STATES","2001","GOVT BOND YIELD: 3 YEAR","PERCENT PER ANNU","4.08083"
"11161...ZF...","UNITED STATES","2001","GOVT BOND YIELD: 10 YEAR","PERCENT PER ANNU","5.0175"
"11161A..ZF...","UNITED STATES","2000","GOVT BOND YIELD: 3 YEAR","PERCENT PER ANNU","6.21667"
"11161...ZF...","UNITED STATES","2000","GOVT BOND YIELD: 10 YEAR","PERCENT PER ANNU","6.02917"
"84661...ZF...","VANUATU","2009","GOVT. BOND YIELD RATE","PERCENT PER ANNU","8.4475"
"84661...ZF...","VANUATU","2008","GOVT. BOND YIELD RATE","PERCENT PER ANNU","8.5"
"84661...ZF...","VANUATU","2007","GOVT. BOND YIELD RATE","PERCENT PER ANNU","8.58333"
"84661...ZF...","VANUATU","2006","GOVT. BOND YIELD RATE","PERCENT PER ANNU","8.5"
"84661...ZF...","VANUATU","2005","GOVT. BOND YIELD RATE","PERCENT PER ANNU","8.5"
"84661...ZF...","VANUATU","2004","GOVT. BOND YIELD RATE","PERCENT PER ANNU","8.5"
"84661...ZF...","VANUATU","2003","GOVT. BOND YIELD RATE","PERCENT PER ANNU","8.5"
"84661...ZF...","VANUATU","2002","GOVT. BOND YIELD RATE","PERCENT PER ANNU","8.5"
"84661...ZF...","VANUATU","2001","GOVT. BOND YIELD RATE","PERCENT PER ANNU","8.5"
"84661...ZF...","VANUATU","2000","GOVT. BOND YIELD RATE","PERCENT PER ANNU","8.5"
"29961...ZF...","VENEZUELA, REP. BOL.","2009","GOVERNMENT BOND YIELD","PERCENT PER ANNU","12.8387"
"29961...ZF...","VENEZUELA, REP. BOL.","2008","GOVERNMENT BOND YIELD","PERCENT PER ANNU","14.47"
"29961...ZF...","VENEZUELA, REP. BOL.","2007","GOVERNMENT BOND YIELD","PERCENT PER ANNU","9.55"
"29961...ZF...","VENEZUELA, REP. BOL.","2006","GOVERNMENT BOND YIELD","PERCENT PER ANNU","7.81"
"29961...ZF...","VENEZUELA, REP. BOL.","2005","GOVERNMENT BOND YIELD","PERCENT PER ANNU","12.9275"
"29961...ZF...","VENEZUELA, REP. BOL.","2004","GOVERNMENT BOND YIELD","PERCENT PER ANNU","15.5683"
"29961...ZF...","VENEZUELA, REP. BOL.","2003","GOVERNMENT BOND YIELD","PERCENT PER ANNU","32.1525"
"29961...ZF...","VENEZUELA, REP. BOL.","2002","GOVERNMENT BOND YIELD","PERCENT PER ANNU","38.5083"
"29961...ZF...","VENEZUELA, REP. BOL.","2001","GOVERNMENT BOND YIELD","PERCENT PER ANNU","22.1167"
"29961...ZF...","VENEZUELA, REP. BOL.","2000","GOVERNMENT BOND YIELD","PERCENT PER ANNU","21.0317"

