,,,,,,,,,,,,,,,,,,,,,,,,,,
,Exchange Rates selected indicators,,,,,,,,,,,,,,,,,,,,,,,,,
,"Goods, Value of Imports, Cost, Insurance, Freight (CIF), US Dollars",,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,Source: International Financial Statistics (IFS),,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Kazakhstan, Rep. of",Millions,,"5,040.00","6,446.00","6,584.00","8,409.00","12,781.00","17,352.00","23,677.00","32,755.00","37,890.00","28,410.00","31,107.00","36,906.00","46,360.00","48,806.00","41,295.00","30,568.00","24,995.00","29,265.00","32,534.00","37,758.00","37,221.00","41,171.00",...
,Kenya,Millions,,"3,105.00","3,192.00","3,245.00","3,725.00","4,553.00","6,149.00","7,312.00","8,989.00","11,074.00","10,206.00","12,091.00","14,783.00","16,290.00","16,358.00","18,397.00","16,093.00","14,107.00","16,687.00","17,378.00","17,655.00","15,435.00","19,559.00",...
,Kiribati,Millions,,40.00,41.00,50.00,52.00,59.00,74.00,62.00,70.00,75.00,67.00,73.00,92.00,109.00,97.00,107.00,117.00,137.00,131.00,122.00,132.00,133.00,176.00,...
,"Korea, Rep. of",Millions,,"160,481.00","141,098.00","152,126.00","178,827.00","224,463.00","261,238.00","308,603.00","356,099.00","435,274.00","323,085.00","425,213.00","524,376.00","519,581.00","515,561.00","525,567.00","436,499.00","406,192.00","478,478.00","535,203.00","503,341.00","467,633.00","615,095.00","731,217.00"
,"Kosovo, Rep. of",Millions,,...,...,...,...,...,...,...,...,...,...,...,...,...,...,"3,365.22","2,918.11","3,088.10","3,456.75","3,942.26","3,910.92","3,780.96","5,491.55","5,924.18"
,Kuwait,Millions,,"7,157.00","7,869.00","9,001.00","10,987.00","12,631.00","15,802.00","17,236.00","21,352.00","24,840.00","19,892.00","22,675.00","25,090.00","27,260.00","29,298.00","31,022.00","30,964.00","30,825.00","33,572.00","35,864.00","33,575.00","27,738.00","31,889.00",...
,Kyrgyz Rep.,Millions,,558.00,467.00,587.00,717.00,941.00,"1,102.00","1,718.00","2,412.00","4,074.00","3,040.00","3,224.00","4,262.00","5,577.00","6,070.00","5,733.00","4,070.00","4,000.00","4,495.00","5,291.00","4,989.00","3,719.00","5,617.00",...
,Lao People's Dem. Rep.,Millions,,535.00,510.00,447.00,462.00,713.00,882.00,"1,060.00","1,067.00","1,403.00","1,461.00","2,060.00","2,404.00","3,055.00","3,081.00","4,271.00","5,675.00","5,372.00","5,667.00","6,315.00","6,272.00","5,370.00","6,275.00",...
,Latvia,Millions,,"3,202.00","3,506.00","4,046.00","5,234.00","7,096.00","8,662.00","11,581.00","15,345.00","16,183.00","9,809.00","11,676.00","16,290.00","17,228.00","17,870.00","17,963.00","14,719.00","14,435.00","17,032.00","19,681.00","18,957.00","18,442.00","24,445.00",...
,Lebanon,Millions,,"6,230.00","7,380.00","6,560.00","7,315.00","9,609.00","9,633.00","9,646.00","12,252.00","16,754.00","16,572.00","18,460.00","20,807.00","22,605.00","22,684.00","22,080.00","18,966.00","19,368.00","19,911.00","20,397.00","19,641.00","11,354.00","13,857.00",...
,"Lesotho, Kingdom of",Millions,,610.42,594.61,793.72,"1,106.70","1,389.66",800.65,846.26,962.89,818.98,"1,339.99","1,273.51","1,452.76","1,597.35","1,828.67","1,631.39","1,574.00","1,610.19","2,061.14","1,675.52","2,321.32","1,390.50",...,...
